,gameId,playId,Pressure Array,playDescription,quarter,down,yardsToGo,possessionTeam,defensiveTeam,yardlineSide,yardlineNumber,gameClock,preSnapHomeScore,preSnapVisitorScore,passResult,penaltyYards,prePenaltyPlayResult,playResult,foulName1,foulNFLId1,foulName2,foulNFLId2,foulName3,foulNFLId3,absoluteYardlineNumber,offenseFormation,personnelO,defendersInBox,personnelD,dropBackType,pff_playAction,pff_passCoverage,pff_passCoverageType,maximas,pff_sack,pff_hitAllowed,pff_hurryAllowed
10,2021090900,687,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004882336356228552, 0.0, 0.006131918762548223, 0.022341167024836347, 0.051161072629449425, 0.08453979080606853, 0.1205029540758462, 0.1594530784051547, 0.23283891102392482, 0.2550365821759918, 0.37694480819110676, 0.496835390081716, 0.59128901309204, 0.6736635149763972]",(4:15) (Shotgun) D.Prescott pass short right to M.Gallup to TB 44 for 12 yards (A.Winfield).,1.0,2.0,2.0,DAL,TB,DAL,44.0,04:15,7.0,0.0,C,,12.0,12.0,,,,,,,66.0,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,0.0,Cover-1,Man,0.6736635149763972,,,1.0
11,2021090900,788,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04071560976674196, 0.09957131103445721, 0.09245400981906625, 0.15832071717122714, 0.10349586644138578, 0.13078632728356668, 0.15504965248887187, 0.1827116214333594, 0.1993598971422309, 0.233893484258435, 0.2958195284019619, 0.3755287688264437, 0.4725324455695663]","(1:43) (Shotgun) D.Prescott pass short left to C.Lamb for 22 yards, TOUCHDOWN [R.Nunez-Roches]. TB-S.Murphy-Bunting was injured during the play. His return is Questionable. ",1.0,2.0,3.0,DAL,TB,TB,22.0,01:43,7.0,0.0,C,,22.0,22.0,,,,,,,32.0,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,0.0,Cover-1,Man,0.4725324455695663,,1.0,
12,2021090900,1078,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0007769040913729873, 0.0, 0.031061307316953737, 0.08549743082502928, 0.1362990301092563, 0.16558823175050305, 0.2130050503168886, 0.23485567738505295, 0.26056680657376724, 0.28800808502992525, 0.29139516319861963, 0.31785730775887305, 0.29645705711504006, 0.2781858094861263]","(14:21) (No Huddle, Shotgun) D.Prescott pass short middle to T.Pollard to DAL 12 for 5 yards (D.White).",2.0,2.0,8.0,DAL,TB,DAL,7.0,14:21,7.0,7.0,C,,5.0,5.0,,,,,,,17.0,SHOTGUN,"1 RB, 0 TE, 4 WR",5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0.0,Quarters,Zone,0.31785730775887305,,,
13,2021090900,1203,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0697008062965095, 0.10434229788006305, 0.16421941586490424, 0.22063305219490437, 0.25678492127131725, 0.3044055224499694, 0.3441809812243205, 0.36393147870034626, 0.3873198776315685, 0.42196622462072486]",(12:07) (Shotgun) T.Brady pass short middle to R.Gronkowski to DAL 43 for 5 yards (D.Lawrence).,2.0,2.0,8.0,TB,DAL,DAL,48.0,12:07,7.0,7.0,C,,5.0,5.0,,,,,,,58.0,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0.0,Cover-2,Zone,0.42196622462072486,,,
14,2021090900,1563,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016483118782378476, 0.07880461287410821, 0.07862251749615262, 0.15098494843384472, 0.1524948072540592, 0.1455867677302765, 0.13472975951855998, 0.1297975408142223, 0.1311621143335247, 0.11107306139940522, 0.17090955566467592, 0.14155792382719798, 0.0018712359708435615, 0.0, 0.0, 0.05449681682719827, 0.1891481412695713, 0.3553800225258744, 0.5464387033369795, 0.75513075089387, 0.9371581598714568]",(7:27) (Shotgun) D.Prescott pass short right to A.Cooper to TB 13 for 4 yards (R.Cockrell).,2.0,2.0,7.0,DAL,TB,TB,17.0,07:27,14.0,7.0,C,,4.0,4.0,,,,,,,93.0,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0.0,Cover-3,Zone,0.9371581598714568,,,
15,2021090900,1587,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.054130465425410806, 0.1160120713284196, 0.07017647691530311, 0.11082021621202308, 0.14542445048027522, 0.22375981310136106, 0.14377044320159588, 0.09120143672220543, 0.08500024132888305, 0.09927659944424608, 0.04750373603335596, 0.09099514669296296, 0.12880258699920374, 0.17241782652677282, 0.1961117567464269, 0.23875147469054833, 0.3003783035550755, 0.38069130018251995, 0.4720013408183798, 0.5937380186368508, 0.716190396263088]",(6:46) (Shotgun) D.Prescott pass incomplete short left to C.Lamb.,2.0,3.0,3.0,DAL,TB,TB,13.0,06:46,14.0,7.0,I,,0.0,0.0,,,,,,,97.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0.0,Cover-1,Man,0.716190396263088,,,1.0
16,2021090900,1687,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03342087980899743, 0.10847304874541958, 0.1772544016845434, 0.2621009265007664, 0.35404522350372386, 0.46445108473292707, 0.5597920631252687, 0.6127096744342496, 0.6922450216896554, 0.7634267932772997, 0.8397945392284255, 0.9114851891001676, 0.997765173845449]",(5:43) (Shotgun) D.Prescott pass incomplete deep left to C.Lamb.,2.0,2.0,8.0,DAL,TB,TB,25.0,05:43,14.0,7.0,I,,0.0,0.0,,,,,,,85.0,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,0.0,Cover-3,Zone,0.997765173845449,,,
17,2021090900,1726,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02818972541967871, 0.07456346776057739, 0.04851651743588369, 0.03565627645783941, 0.05063367680304871, 0.0905383481540789, 0.14141161747312056, 0.20972047685018957, 0.2211520845481577, 0.32171405207566556, 0.4270444975535984, 0.5402744500991825, 0.6442531703383332, 0.7303095239759696]",(5:37) (Shotgun) D.Prescott pass short middle to C.Wilson to TB 12 for 13 yards (A.Winfield).,2.0,3.0,8.0,DAL,TB,TB,25.0,05:37,14.0,7.0,C,,13.0,13.0,,,,,,,85.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,0.0,Cover-0,Man,0.7303095239759696,,,
18,2021090900,1776,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02401948809407768, 0.05459917570161398, 0.09442252090022028, 0.07416491891260034, 0.09175392412431665, 0.1253209104354565, 0.15405297359990963, 0.21049310268575, 0.25809638989267947, 0.32832481549111514, 0.4337567443821314, 0.547242190923856, 0.7270363837654691, 0.8176559115660689, 0.9050778570020278, 0.9753331512646518, 1.0, 1.0, 1.0]","(4:25) (Shotgun) D.Prescott to TB 10 for -5 yards. FUMBLES, and recovers at TB 10. D.Prescott pass short left to A.Cooper for 5 yards, TOUCHDOWN.",2.0,2.0,3.0,DAL,TB,TB,5.0,04:25,14.0,7.0,C,,5.0,5.0,,,,,,,105.0,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,0.0,Cover-0,Man,1.0,,,
19,2021090900,1918,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",(3:30) (Shotgun) D.Prescott pass incomplete deep left to M.Gallup.,2.0,2.0,6.0,DAL,TB,TB,17.0,03:30,14.0,13.0,I,,0.0,0.0,,,,,,,93.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0.0,Cover-3,Zone,0.0,,,
20,2021090900,1940,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06928409556015257, 0.1255776088085895, 0.18432096355083247, 0.23827981201792706]",(3:26) (Shotgun) D.Prescott pass incomplete short middle to C.Lamb (L.David).,2.0,3.0,6.0,DAL,TB,TB,17.0,03:26,14.0,13.0,I,,0.0,0.0,,,,,,,93.0,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0.0,Quarters,Zone,0.23827981201792706,,,
21,2021090900,2008,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",(3:08) (Shotgun) T.Brady pass short middle to C.Godwin to DAL 47 for 10 yards (J.Smith; J.Lewis).,2.0,1.0,10.0,TB,DAL,TB,43.0,03:08,14.0,16.0,C,,10.0,10.0,,,,,,,67.0,EMPTY,"1 RB, 1 TE, 3 WR",4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0.0,Cover-2,Zone,0.0,,,
22,2021090900,2032,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05953226529382422, 0.15816513439324217, 0.2874280813413265, 0.38827056810304733, 0.4691410683947042, 0.5190053273229404, 0.5325967594940632, 0.5500917776187507, 0.545168109199137, 0.5335461370253717, 0.5455564989846935, 0.5730251370930471, 0.7227695660466029, 0.8294769926572512, 0.8948399365516334, 0.9175026591114113, 0.971730875913046, 0.9703039162422954, 0.956784183642933, 0.9586100524922446, 1.0]","(2:45) (No Huddle, Shotgun) T.Brady pass deep right to A.Brown for 47 yards, TOUCHDOWN.",2.0,1.0,10.0,TB,DAL,DAL,47.0,02:45,14.0,16.0,C,,47.0,47.0,,,,,,,57.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0.0,2-Man,Man,1.0,,,
23,2021090900,2088,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0025125997870301116, 0.08373319191128675, 0.17211893702970713, 0.3113177809516047, 0.4400854791086353, 0.5782906838027264, 0.7086221365393421]",(2:38) (Shotgun) D.Prescott pass short left to A.Cooper to DAL 36 for 11 yards (M.Edwards; J.Dean).,2.0,1.0,10.0,DAL,TB,DAL,25.0,02:38,21.0,16.0,C,,11.0,11.0,,,,,,,35.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0.0,Quarters,Zone,0.7086221365393421,,,
24,2021090900,2169,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0022789962754639808, 0.0408263207949074, 0.10118455524002182, 0.12712137612865343, 0.21983149818601014, 0.3920450009992863, 0.5341205812993817, 0.6317223420702203, 0.7224585603107113, 0.8147447505202823]",(1:54) (Shotgun) D.Prescott pass short left to A.Cooper pushed ob at TB 31 for 7 yards (J.Dean).,2.0,1.0,10.0,DAL,TB,TB,38.0,01:54,21.0,16.0,C,,7.0,7.0,,,,,,,72.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0.0,Quarters,Zone,0.8147447505202823,,,
25,2021090900,2211,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0824203623284129, 0.14457427649753588, 0.23186724100578313, 0.32045291406170623, 0.3688349774387644, 0.43180412686145286, 0.4583960692290452, 0.5137069028895905, 0.5138899881479829, 0.3487535282599407, 0.3244358496271315, 0.3174105823708291, 0.33582464255523536, 0.3503969252953742, 0.36110657187943074, 0.38443211640878006, 0.4051905018526806, 0.42992577208071103, 0.47015694292195054, 0.5194053762477312, 0.5602440503800247, 0.5989311610811846, 0.643450159901333, 0.6681079341137185, 0.6973566826400911, 0.7231607453834786, 0.7449150185807865]",(1:50) (Shotgun) D.Prescott pass incomplete short left to M.Gallup (J.Dean).,2.0,2.0,3.0,DAL,TB,TB,31.0,01:50,21.0,16.0,I,,0.0,0.0,,,,,,,79.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0.0,Quarters,Zone,0.7449150185807865,,,1.0
26,2021090900,2233,"[0.0, 0.0, 0.043231663961322456, 0.10592913176216133, 0.18374978681434634, 0.22198697109652643, 0.191045848895216, 0.22725499581878597, 0.2682337291598994, 0.2060596349309355, 0.20876590843770987, 0.2034912496720923, 0.20271804266153193, 0.20400357101239625, 0.21684994379614017, 0.23153212110874433, 0.25585796145015804, 0.30231203253404776, 0.45357194059305117, 0.5565846966402886, 0.6778076658743972, 0.7845062283413691, 0.8265149781467613, 0.9613920695445332, 1.0, 1.0, 1.0]",(1:43) (Shotgun) D.Prescott pass short right to C.Lamb to TB 21 for 10 yards (D.White).,2.0,3.0,3.0,DAL,TB,TB,31.0,01:43,21.0,16.0,C,,10.0,10.0,,,,,,,79.0,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0.0,Quarters,Zone,1.0,,,1.0
27,2021090900,2257,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04872295905151665, 0.11956120300570174, 0.20092936084160182, 0.2440516217708155, 0.3570770584140081, 0.4894903852432304, 0.5974182853900921, 0.7185795549247527, 0.820580545715744, 0.9064802276314556, 1.0, 1.0]","(1:16) (No Huddle, Shotgun) D.Prescott pass incomplete short right.",2.0,1.0,10.0,DAL,TB,TB,21.0,01:16,21.0,16.0,I,,0.0,0.0,,,,,,,89.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,0.0,Quarters,Zone,1.0,,,
28,2021090900,2397,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004155792066705687, 0.013575799002597531, 0.010706040972744411, 0.0, 0.0, 0.0068960271692590025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",(:15) (Shotgun) T.Brady pass incomplete deep right to G.Bernard.,2.0,1.0,10.0,TB,DAL,,50.0,00:15,21.0,16.0,I,,0.0,0.0,,,,,,,60.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0.0,2-Man,Man,0.013575799002597531,,,
29,2021090900,2419,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0894930705996466, 0.20695563367271738, 0.34444182806946605, 0.4900715205778238, 0.6288706836632051]",(:09) (Shotgun) T.Brady pass incomplete short right to T.Johnson [M.Parsons].,2.0,2.0,10.0,TB,DAL,,50.0,00:09,21.0,16.0,I,,0.0,0.0,,,,,,,60.0,SHOTGUN,"1 RB, 0 TE, 4 WR",4.0,"2 DL, 2 LB, 7 DB",TRADITIONAL,0.0,Prevent,Other,0.6288706836632051,,,1.0
30,2021090900,2441,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02608441054721022, 0.07728087498458323, 0.11808390455191625, 0.16741170129204394, 0.20357684709948584, 0.23749667758808377, 0.2501405897133731, 0.2916718825436896, 0.3548164257423706, 0.436625357686768, 0.4852628585195243, 0.5515094651107132, 0.6408227237299182, 0.6608624496327888, 0.6815530469005492, 0.6865070122491563, 0.6838903315619584, 0.6733209031645125]",(:06) (Shotgun) T.Brady pass deep right INTERCEPTED by J.Lewis at DAL -8. J.Lewis to TB 42 for 66 yards (A.Marpet).,2.0,3.0,10.0,TB,DAL,,50.0,00:06,21.0,16.0,IN,,0.0,0.0,,,,,,,60.0,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,"2 DL, 2 LB, 7 DB",TRADITIONAL,0.0,Prevent,Other,0.6865070122491563,,,
31,2021090900,2530,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000895064633367933, 0.05194500423361669, 0.09436742373378991, 0.13323773600905972, 0.1746623130190113, 0.22408526529456088, 0.2284218766399907, 0.2586783739832247, 0.30081861431599183]",(14:57) (Shotgun) D.Prescott pass short left to D.Schultz to DAL 30 for 5 yards (M.Edwards). TB-M.Edwards was injured during the play. His return is Questionable. ,3.0,2.0,10.0,DAL,TB,DAL,25.0,14:57,21.0,16.0,C,,5.0,5.0,,,,,,,35.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0.0,Cover-2,Zone,0.30081861431599183,,,
32,2021090900,2554,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03408389247904763, 0.11163678734072867, 0.18872480784482742, 0.17313682315964896, 0.21302378962067767, 0.24163165528166883, 0.25816112240625666, 0.30178877016536204, 0.3519305919917973, 0.4043895907368137, 0.4717174259713511, 0.5617803370814033, 0.6329208861983662, 0.7250836029196723, 0.8142528107371637, 0.9647257029978357, 1.0]",(14:27) (Shotgun) D.Prescott pass short right to A.Cooper pushed ob at DAL 46 for 16 yards (J.Dean) [N.Suh].,3.0,3.0,5.0,DAL,TB,DAL,30.0,14:27,21.0,16.0,C,,16.0,16.0,,,,,,,40.0,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,0.0,Cover-3,Zone,1.0,,,
33,2021090900,2632,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05046025622380656, 0.175330756876156, 0.24802684584956414, 0.3511903654452926, 0.4282219431785279, 0.48138622580050444, 0.5502891223880894, 0.6384522757145737, 0.7114397824221462]",(12:44) (Shotgun) D.Prescott pass short middle to A.Cooper to TB 34 for 14 yards (A.Adams).,3.0,3.0,4.0,DAL,TB,TB,48.0,12:44,21.0,16.0,C,,14.0,14.0,,,,,,,62.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0.0,Bracket,Other,0.7114397824221462,,,
